datetime,exchange_balance,exchange_inflow,exchange_outflow,date,exchange_netflow
2025-08-25T00:00:00Z,-146547.31328370463,503506.2609279606,650053.5742116653,2025-08-25,-146547.3132837047
2025-08-26T00:00:00Z,-223499.90174123016,490029.33563065843,713529.2373718886,2025-08-26,-223499.90174123016
2025-08-27T00:00:00Z,-152462.65196598426,500788.3116462766,653250.9636122609,2025-08-27,-152462.65196598426
2025-08-28T00:00:00Z,328179.0485219508,668472.5245598808,340293.47603793,2025-08-28,328179.04852195084
2025-08-29T00:00:00Z,-98998.32545151754,447128.46860575356,546126.7940572711,2025-08-29,-98998.32545151754
2025-08-30T00:00:00Z,-42774.71315891293,143070.76759930546,185845.4807582184,2025-08-30,-42774.71315891293
2025-08-31T00:00:00Z,-69451.85899047622,182864.65345994598,252316.51245042222,2025-08-31,-69451.85899047623
2025-09-01T00:00:00Z,-4135.154608552291,276845.3126343348,280980.46724288707,2025-09-01,-4135.154608552286
2025-09-02T00:00:00Z,47807.201788116465,408511.9566240571,360704.7548359406,2025-09-02,47807.20178811648
2025-09-03T00:00:00Z,18832.00334825846,422765.81768945616,403933.8143411977,2025-09-03,18832.00334825844
2025-09-04T00:00:00Z,-20011.366149104884,409211.3922777772,429222.7584268821,2025-09-04,-20011.3661491049
2025-09-05T00:00:00Z,-25341.00892187255,461498.46676011285,486839.47568198544,2025-09-05,-25341.00892187259
2025-09-06T00:00:00Z,48345.218495512534,162280.32010945294,113935.10161394041,2025-09-06,48345.21849551253
2025-09-07T00:00:00Z,7855.67379189971,140910.82127015365,133055.14747825396,2025-09-07,7855.673791899695
2025-09-08T00:00:00Z,-171080.39668368132,362556.22563419346,533636.6223178748,2025-09-08,-171080.39668368135
2025-09-09T00:00:00Z,7880.431015025417,412991.03322476946,405110.60220974404,2025-09-09,7880.431015025417
2025-09-10T00:00:00Z,-15928.043524325287,358774.3517459975,374702.39527032274,2025-09-10,-15928.043524325243
2025-09-11T00:00:00Z,13421.846489334304,406553.07805225597,393131.2315629216,2025-09-11,13421.846489334363
2025-09-12T00:00:00Z,41774.180706185696,485109.73360629746,443335.55290011177,2025-09-12,41774.180706185696
2025-09-13T00:00:00Z,13722.416907238665,188678.4337153404,174956.01680810173,2025-09-13,13722.416907238658
2025-09-14T00:00:00Z,1942.578905460153,193009.82623881462,191067.24733335446,2025-09-14,1942.5789054601628
2025-09-15T00:00:00Z,21800.001230753445,481592.31778479146,459792.31655403797,2025-09-15,21800.001230753493
2025-09-16T00:00:00Z,-123228.34200457801,364078.71076850244,487307.0527730804,2025-09-16,-123228.34200457798
2025-09-17T00:00:00Z,26900.379158060357,325670.1771907418,298769.79803268146,2025-09-17,26900.379158060357
2025-09-18T00:00:00Z,-190967.01382987152,280524.96430579375,471491.97813566524,2025-09-18,-190967.0138298715
2025-09-19T00:00:00Z,-21447.867629042605,535060.2858993702,556508.1535284128,2025-09-19,-21447.867629042594
2025-09-20T00:00:00Z,57.079533045259,140799.10198727783,140742.02245423256,2025-09-20,57.07953304526745
2025-09-21T00:00:00Z,-6517.015158133332,141694.3983621012,148211.41352023452,2025-09-21,-6517.015158133319
2025-09-22T00:00:00Z,-38361.48970429743,506274.91680415213,544636.4065084496,2025-09-22,-38361.48970429745
2025-09-23T00:00:00Z,-48966.82202340607,244023.11476396848,292989.93678737455,2025-09-23,-48966.82202340607
2025-09-24T00:00:00Z,-40481.61501836189,466622.0910294597,507103.70604782156,2025-09-24,-40481.61501836183
2025-09-25T00:00:00Z,-196859.7380055011,486715.53237492597,683575.270380427,2025-09-25,-196859.73800550104
2025-09-26T00:00:00Z,-79232.99887610298,411737.2089386306,490970.2078147336,2025-09-26,-79232.99887610303
2025-09-27T00:00:00Z,6210.499715041278,109134.12956822809,102923.62985318681,2025-09-27,6210.499715041282
2025-09-28T00:00:00Z,9554.663440689075,112091.8720509751,102537.20861028602,2025-09-28,9554.66344068908
2025-09-29T00:00:00Z,54475.01464175881,328272.32880713796,273797.31416537915,2025-09-29,54475.01464175881
2025-09-30T00:00:00Z,-42448.19770932415,597766.6936888541,640214.8913981783,2025-09-30,-42448.19770932419
2025-10-01T00:00:00Z,-4830.468512730105,376463.02532312257,381293.49383585266,2025-10-01,-4830.468512730091
2025-10-02T00:00:00Z,-63515.92922716787,396293.9626204218,459809.89184758964,2025-10-02,-63515.92922716786
2025-10-03T00:00:00Z,-124095.8063116408,317030.4786465981,441126.2849582389,2025-10-03,-124095.80631164077
2025-10-04T00:00:00Z,9451.817093385342,127041.9677953339,117590.15070194856,2025-10-04,9451.81709338534
2025-10-05T00:00:00Z,95103.88826988987,274279.4506344279,179175.56236453803,2025-10-05,95103.88826988987
2025-10-06T00:00:00Z,-67911.53222078856,454576.4667675602,522487.99898834876,2025-10-06,-67911.53222078853
2025-10-07T00:00:00Z,58469.119565770794,483265.8040873509,424796.6845215801,2025-10-07,58469.11956577079
2025-10-08T00:00:00Z,-110820.34970699235,630151.4259099171,740971.7756169094,2025-10-08,-110820.34970699227
2025-10-09T00:00:00Z,-59494.322361547325,412651.12295255397,472145.4453141013,2025-10-09,-59494.322361547325
2025-10-10T00:00:00Z,14161.384085544822,499806.7289866498,485645.344901105,2025-10-10,14161.384085544792
2025-10-11T00:00:00Z,-71959.24834171766,531670.1581279984,603629.406469716,2025-10-11,-71959.24834171764
2025-10-12T00:00:00Z,-1266.638299612981,288230.3667840182,289497.00508363114,2025-10-12,-1266.6382996129687
2025-10-13T00:00:00Z,-52008.488243496904,441320.104527236,493328.59277073294,2025-10-13,-52008.48824349692
2025-10-14T00:00:00Z,40347.725174779334,755606.1666535622,715258.4414787829,2025-10-14,40347.725174779305
2025-10-15T00:00:00Z,-242883.06609167202,425278.34006602573,668161.4061576977,2025-10-15,-242883.06609167194
2025-10-16T00:00:00Z,-5310.398239437801,348610.0501739569,353920.44841339474,2025-10-16,-5310.39823943784
2025-10-17T00:00:00Z,79887.20090807947,460350.69675681874,380463.4958487393,2025-10-17,79887.20090807945
2025-10-18T00:00:00Z,11105.997508823646,135850.6794430069,124744.68193418325,2025-10-18,11105.997508823653
