event_peak_ts,event_peak_cpi,entry_signal_ts,exit_signal_ts,exit_reason,symbol,entry_bar_ts,exit_bar_ts,entry_px,exit_px,gross_pnl_pct,costs_pct,pnl_pct,hold_hours,btc_ret
2025-06-21 18:01:00,0.9124560356140137,2025-06-21 18:14:00,2025-06-21 19:22:00,vdv30_zero,SOL,2025-06-21 18:00:00,2025-06-21 19:00:00,137.65,137.24,-0.0029785688339992486,0.0013,-0.004278568833999248,1.0,-0.004027448626399355
2025-07-04 06:02:00,0.8861983418464661,2025-07-04 07:11:00,2025-07-04 08:19:00,vdv30_zero,ETH,2025-07-04 07:00:00,2025-07-04 08:00:00,2533.85,2546.2,0.0048740059593108944,0.0013,0.0035740059593108945,1.0,0.00045094376087096566
2025-07-04 06:02:00,0.8861983418464661,2025-07-04 07:11:00,2025-07-04 08:19:00,vdv30_zero,SOL,2025-07-04 07:00:00,2025-07-04 08:00:00,150.43,149.92,-0.0033902811939109175,0.0013,-0.004690281193910918,1.0,0.00045094376087096566
2025-07-15 08:58:00,0.8839564323425293,2025-07-15 09:22:00,2025-07-15 10:22:00,vdv30_zero,ETH,2025-07-15 09:00:00,2025-07-15 10:00:00,2971.65,2973.1,0.00048794440798876655,0.0013,-0.0008120555920112333,1.0,0.0024844794968351433
2025-07-15 08:58:00,0.8839564323425293,2025-07-15 09:22:00,2025-07-15 10:22:00,vdv30_zero,SOL,2025-07-15 09:00:00,2025-07-15 10:00:00,159.03,159.46,0.002703892347355888,0.0013,0.0014038923473558879,1.0,0.0024844794968351433
2025-07-15 15:52:00,0.8664392828941345,2025-07-15 15:54:00,2025-07-15 17:23:00,vdv30_zero,ETH,2025-07-15 15:00:00,2025-07-15 17:00:00,3039.0,3096.41,0.018891082592958162,0.0013,0.017591082592958163,2.0,0.008785751720464339
2025-07-15 15:52:00,0.8664392828941345,2025-07-15 15:54:00,2025-07-15 17:23:00,vdv30_zero,SOL,2025-07-15 15:00:00,2025-07-15 17:00:00,160.4,162.77,0.014775561097256886,0.0013,0.013475561097256887,2.0,0.008785751720464339
2025-07-15 18:10:00,0.9486640095710754,2025-07-15 18:32:00,2025-07-15 19:56:00,vdv30_zero,ETH,2025-07-15 18:00:00,2025-07-15 19:00:00,3065.53,3040.87,-0.00804428597991222,0.0013,-0.009344285979912222,1.0,-0.002522204221436583
2025-07-15 18:10:00,0.9486640095710754,2025-07-15 18:32:00,2025-07-15 19:56:00,vdv30_zero,SOL,2025-07-15 18:00:00,2025-07-15 19:00:00,161.78,160.14,-0.010137223389788693,0.0013,-0.011437223389788694,1.0,-0.002522204221436583
2025-07-15 20:32:00,0.9203549027442932,2025-07-15 20:33:00,2025-07-15 21:33:00,vdv30_zero,ETH,2025-07-15 20:00:00,2025-07-15 21:00:00,3041.06,3080.5,0.012969162068489295,0.0013,0.011669162068489294,1.0,0.009727686624860357
2025-07-15 20:32:00,0.9203549027442932,2025-07-15 20:33:00,2025-07-15 21:33:00,vdv30_zero,SOL,2025-07-15 20:00:00,2025-07-15 21:00:00,160.64,161.87,0.007656872509960273,0.0013,0.006356872509960273,1.0,0.009727686624860357
2025-07-15 23:49:00,0.8726077675819397,2025-07-15 23:52:00,2025-07-16 00:52:00,vdv30_zero,ETH,2025-07-15 23:00:00,2025-07-16 00:00:00,3137.62,3142.24,0.0014724536432072371,0.0013,0.00017245364320723718,1.0,0.0031935178382602124
2025-07-15 23:49:00,0.8726077675819397,2025-07-15 23:52:00,2025-07-16 00:52:00,vdv30_zero,SOL,2025-07-15 23:00:00,2025-07-16 00:00:00,163.99,164.76,0.004695408256600901,0.0013,0.003395408256600901,1.0,0.0031935178382602124
2025-07-16 01:14:00,0.857940673828125,2025-07-16 01:46:00,2025-07-16 02:46:00,vdv30_zero,ETH,2025-07-16 01:00:00,2025-07-16 02:00:00,3139.5,3115.3,-0.007708233795190259,0.0013,-0.009008233795190258,1.0,-0.0033263482285665977
2025-07-16 01:14:00,0.857940673828125,2025-07-16 01:46:00,2025-07-16 02:46:00,vdv30_zero,SOL,2025-07-16 01:00:00,2025-07-16 02:00:00,163.95,162.1,-0.011283928026837416,0.0013,-0.012583928026837415,1.0,-0.0033263482285665977
2025-07-16 12:56:00,0.8612069487571716,2025-07-16 13:41:00,2025-07-16 14:42:00,vdv30_zero,ETH,2025-07-16 13:00:00,2025-07-16 14:00:00,3194.39,3250.7,0.017627778699532602,0.0013,0.016327778699532603,1.0,0.0031057392544371616
2025-07-16 12:56:00,0.8612069487571716,2025-07-16 13:41:00,2025-07-16 14:42:00,vdv30_zero,SOL,2025-07-16 13:00:00,2025-07-16 14:00:00,167.28,167.53,0.0014945002391200382,0.0013,0.00019450023912003823,1.0,0.0031057392544371616
2025-07-18 13:44:00,0.9255184531211853,2025-07-18 13:56:00,2025-07-18 14:56:00,vdv30_zero,ETH,2025-07-18 13:00:00,2025-07-18 14:00:00,3640.34,3586.0,-0.01492717713180641,0.0013,-0.01622717713180641,1.0,-0.005413970907694743
2025-07-18 13:44:00,0.9255184531211853,2025-07-18 13:56:00,2025-07-18 14:56:00,vdv30_zero,SOL,2025-07-18 13:00:00,2025-07-18 14:00:00,180.79,178.5,-0.012666629791470724,0.0013,-0.013966629791470724,1.0,-0.005413970907694743
2025-07-18 15:11:00,0.8709605932235718,2025-07-18 15:13:00,2025-07-18 16:13:00,vdv30_zero,ETH,2025-07-18 15:00:00,2025-07-18 16:00:00,3564.7,3573.49,0.0024658456532106387,0.0013,0.0011658456532106388,1.0,-0.0024314690656029874
2025-07-18 15:11:00,0.8709605932235718,2025-07-18 15:13:00,2025-07-18 16:13:00,vdv30_zero,SOL,2025-07-18 15:00:00,2025-07-18 16:00:00,177.0,178.37,0.007740112994350308,0.0013,0.006440112994350308,1.0,-0.0024314690656029874
2025-07-19 19:07:00,0.8463653922080994,2025-07-19 19:26:00,2025-07-19 20:28:00,vdv30_zero,ETH,2025-07-19 19:00:00,2025-07-19 20:00:00,3577.13,3563.27,-0.0038746145653079777,0.0013,-0.005174614565307978,1.0,-0.002508935965342779
2025-07-19 19:07:00,0.8463653922080994,2025-07-19 19:26:00,2025-07-19 20:28:00,vdv30_zero,SOL,2025-07-19 19:00:00,2025-07-19 20:00:00,177.04,177.42,0.0021464075915047193,0.0013,0.0008464075915047193,1.0,-0.002508935965342779
2025-07-21 12:03:00,0.8588484525680542,2025-07-21 12:04:00,2025-07-21 13:07:00,vdv30_zero,ETH,2025-07-21 12:00:00,2025-07-21 13:00:00,3809.68,3818.99,0.002443774805232971,0.0013,0.0011437748052329712,1.0,0.005633979260252354
2025-07-21 12:03:00,0.8588484525680542,2025-07-21 12:04:00,2025-07-21 13:07:00,vdv30_zero,SOL,2025-07-21 12:00:00,2025-07-21 13:00:00,191.66,192.55,0.004643639778774991,0.0013,0.0033436397787749914,1.0,0.005633979260252354
2025-07-22 20:34:00,0.9310362935066223,2025-07-22 20:36:00,2025-07-22 21:36:00,vdv30_zero,ETH,2025-07-22 20:00:00,2025-07-22 21:00:00,3706.98,3705.11,-0.0005044537602036943,0.0013,-0.0018044537602036944,1.0,-0.002496592139201042
2025-07-22 20:34:00,0.9310362935066223,2025-07-22 20:36:00,2025-07-22 21:36:00,vdv30_zero,SOL,2025-07-22 20:00:00,2025-07-22 21:00:00,200.71,201.45,0.0036869114643016325,0.0013,0.0023869114643016325,1.0,-0.002496592139201042
2025-07-23 01:14:00,0.9359747171401978,2025-07-23 01:29:00,2025-07-23 02:29:00,vdv30_zero,ETH,2025-07-23 01:00:00,2025-07-23 02:00:00,3738.01,3744.81,0.0018191497615040427,0.0013,0.0005191497615040428,1.0,-0.0035558396508751132
2025-07-23 01:14:00,0.9359747171401978,2025-07-23 01:29:00,2025-07-23 02:29:00,vdv30_zero,SOL,2025-07-23 01:00:00,2025-07-23 02:00:00,203.14,202.4,-0.0036428079157230517,0.0013,-0.004942807915723052,1.0,-0.0035558396508751132
2025-07-23 09:17:00,0.9159666895866394,2025-07-23 09:44:00,2025-07-23 10:44:00,vdv30_zero,ETH,2025-07-23 09:00:00,2025-07-23 10:00:00,3657.54,3665.12,0.0020724311969246892,0.0013,0.0007724311969246893,1.0,0.002788935780749528
2025-07-23 09:17:00,0.9159666895866394,2025-07-23 09:44:00,2025-07-23 10:44:00,vdv30_zero,SOL,2025-07-23 09:00:00,2025-07-23 10:00:00,197.69,197.95,0.0013151904496939194,0.0013,1.5190449693919467e-05,1.0,0.002788935780749528
2025-07-23 13:44:00,0.9350787997245789,2025-07-23 13:46:00,2025-07-23 14:59:00,vdv30_zero,ETH,2025-07-23 13:00:00,2025-07-23 14:00:00,3586.65,3616.34,0.008277919507060921,0.0013,0.006977919507060921,1.0,0.007101784863559338
2025-07-23 13:44:00,0.9350787997245789,2025-07-23 13:46:00,2025-07-23 14:59:00,vdv30_zero,SOL,2025-07-23 13:00:00,2025-07-23 14:00:00,189.18,191.59,0.012739190189237744,0.0013,0.011439190189237745,1.0,0.007101784863559338
2025-07-23 15:05:00,0.9285292029380798,2025-07-23 15:08:00,2025-07-23 16:39:00,vdv30_zero,ETH,2025-07-23 15:00:00,2025-07-23 16:00:00,3643.55,3570.6,-0.020021682150649853,0.0013,-0.021321682150649852,1.0,-0.007253798584336612
2025-07-23 15:05:00,0.9285292029380798,2025-07-23 15:08:00,2025-07-23 16:39:00,vdv30_zero,SOL,2025-07-23 15:00:00,2025-07-23 16:00:00,192.72,188.28,-0.02303860523038604,0.0013,-0.02433860523038604,1.0,-0.007253798584336612
2025-07-23 23:46:00,0.8995035886764526,2025-07-24 00:07:00,2025-07-24 01:18:00,vdv30_zero,ETH,2025-07-24 00:00:00,2025-07-24 01:00:00,3644.9,3646.9,0.0005487118988175258,0.0013,-0.0007512881011824741,1.0,0.000304980508132838
2025-07-23 23:46:00,0.8995035886764526,2025-07-24 00:07:00,2025-07-24 01:18:00,vdv30_zero,SOL,2025-07-24 00:00:00,2025-07-24 01:00:00,190.96,191.52,0.0029325513196481055,0.0013,0.0016325513196481056,1.0,0.000304980508132838
2025-07-24 02:11:00,0.8615391254425049,2025-07-24 03:35:00,2025-07-24 04:35:00,vdv30_zero,ETH,2025-07-24 03:00:00,2025-07-24 04:00:00,3640.31,3608.81,-0.008653109213226345,0.0013,-0.009953109213226344,1.0,-0.004608637290367738
2025-07-24 02:11:00,0.8615391254425049,2025-07-24 03:35:00,2025-07-24 04:35:00,vdv30_zero,SOL,2025-07-24 03:00:00,2025-07-24 04:00:00,189.87,186.03,-0.02022436403855271,0.0013,-0.02152436403855271,1.0,-0.004608637290367738
2025-07-24 07:04:00,0.9274174571037292,2025-07-24 07:18:00,2025-07-24 08:18:00,vdv30_zero,ETH,2025-07-24 07:00:00,2025-07-24 08:00:00,3589.94,3632.84,0.011950060446692728,0.0013,0.010650060446692727,1.0,0.003212861584211974
2025-07-24 07:04:00,0.9274174571037292,2025-07-24 07:18:00,2025-07-24 08:18:00,vdv30_zero,SOL,2025-07-24 07:00:00,2025-07-24 08:00:00,184.15,186.01,0.010100461580233425,0.0013,0.008800461580233426,1.0,0.003212861584211974
2025-07-24 13:11:00,0.8665376305580139,2025-07-24 13:12:00,2025-07-24 14:24:00,vdv30_zero,ETH,2025-07-24 13:00:00,2025-07-24 14:00:00,3629.25,3733.88,0.028829647998897874,0.0013,0.027529647998897875,1.0,0.007195492641185018
2025-07-24 13:11:00,0.8665376305580139,2025-07-24 13:12:00,2025-07-24 14:24:00,vdv30_zero,SOL,2025-07-24 13:00:00,2025-07-24 14:00:00,184.55,189.49,0.026767813600650215,0.0013,0.025467813600650216,1.0,0.007195492641185018
2025-07-24 15:18:00,0.875149667263031,2025-07-24 15:35:00,2025-07-24 16:45:00,vdv30_zero,ETH,2025-07-24 15:00:00,2025-07-24 16:00:00,3730.46,3686.22,-0.011859127292612771,0.0013,-0.01315912729261277,1.0,-0.004838163798844634
2025-07-24 15:18:00,0.875149667263031,2025-07-24 15:35:00,2025-07-24 16:45:00,vdv30_zero,SOL,2025-07-24 15:00:00,2025-07-24 16:00:00,188.47,185.78,-0.014272828566880658,0.0013,-0.015572828566880657,1.0,-0.004838163798844634
2025-07-24 17:59:00,0.898760199546814,2025-07-24 18:02:00,2025-07-24 19:02:00,vdv30_zero,ETH,2025-07-24 18:00:00,2025-07-24 19:00:00,3739.91,3730.81,-0.0024332136334831345,0.0013,-0.0037332136334831344,1.0,-0.0008571140465866694
2025-07-24 17:59:00,0.898760199546814,2025-07-24 18:02:00,2025-07-24 19:02:00,vdv30_zero,SOL,2025-07-24 18:00:00,2025-07-24 19:00:00,189.21,187.94,-0.00671211880978812,0.0013,-0.00801211880978812,1.0,-0.0008571140465866694
2025-07-24 19:25:00,0.8940286636352539,2025-07-24 19:28:00,2025-07-24 20:28:00,vdv30_zero,ETH,2025-07-24 19:00:00,2025-07-24 20:00:00,3730.81,3733.78,0.0007960737748639718,0.0013,-0.0005039262251360281,1.0,-0.001884745420598525
2025-07-24 19:25:00,0.8940286636352539,2025-07-24 19:28:00,2025-07-24 20:28:00,vdv30_zero,SOL,2025-07-24 19:00:00,2025-07-24 20:00:00,187.94,188.79,0.0045227200170266805,0.0013,0.0032227200170266805,1.0,-0.001884745420598525
2025-07-24 20:58:00,0.8829112648963928,2025-07-24 22:11:00,2025-07-24 23:11:00,vdv30_zero,ETH,2025-07-24 22:00:00,2025-07-24 23:00:00,3723.2,3706.2,-0.004565964761495488,0.0013,-0.005865964761495488,1.0,0.0005844777593948314
2025-07-24 20:58:00,0.8829112648963928,2025-07-24 22:11:00,2025-07-24 23:11:00,vdv30_zero,SOL,2025-07-24 22:00:00,2025-07-24 23:00:00,183.64,182.8,-0.004574166848181088,0.0013,-0.005874166848181088,1.0,0.0005844777593948314
2025-07-24 22:34:00,0.9140370488166809,2025-07-24 23:03:00,2025-07-25 00:03:00,vdv30_zero,ETH,2025-07-24 23:00:00,2025-07-25 00:00:00,3706.2,3658.52,-0.01286492903782846,0.0013,-0.014164929037828459,1.0,-0.005700190119050562
2025-07-24 22:34:00,0.9140370488166809,2025-07-24 23:03:00,2025-07-25 00:03:00,vdv30_zero,SOL,2025-07-24 23:00:00,2025-07-25 00:00:00,182.8,181.86,-0.005142231947483576,0.0013,-0.006442231947483576,1.0,-0.005700190119050562
2025-07-25 01:17:00,0.9383111596107483,2025-07-25 01:42:00,2025-07-25 02:42:00,vdv30_zero,ETH,2025-07-25 01:00:00,2025-07-25 02:00:00,3681.65,3614.12,-0.018342319340513138,0.0013,-0.019642319340513137,1.0,-0.008818363195201394
2025-07-25 01:17:00,0.9383111596107483,2025-07-25 01:42:00,2025-07-25 02:42:00,vdv30_zero,SOL,2025-07-25 01:00:00,2025-07-25 02:00:00,182.86,178.74,-0.02253089795471948,0.0013,-0.02383089795471948,1.0,-0.008818363195201394
2025-08-02 17:52:00,0.8710803985595703,2025-08-02 17:57:00,2025-08-02 18:57:00,vdv30_zero,ETH,2025-08-02 17:00:00,2025-08-02 18:00:00,3422.85,3382.05,-0.011919891318637897,0.0013,-0.013219891318637898,1.0,-0.003586850227261811
2025-08-02 17:52:00,0.8710803985595703,2025-08-02 17:57:00,2025-08-02 18:57:00,vdv30_zero,SOL,2025-08-02 17:00:00,2025-08-02 18:00:00,159.23,156.53,-0.016956603655090052,0.0013,-0.01825660365509005,1.0,-0.003586850227261811
2025-08-08 12:51:00,0.88534015417099,2025-08-08 13:35:00,2025-08-08 14:42:00,vdv30_zero,ETH,2025-08-08 13:00:00,2025-08-08 14:00:00,3998.95,3983.41,-0.0038860200802710624,0.0013,-0.005186020080271062,1.0,-0.0036033707903627655
2025-08-08 12:51:00,0.88534015417099,2025-08-08 13:35:00,2025-08-08 14:42:00,vdv30_zero,SOL,2025-08-08 13:00:00,2025-08-08 14:00:00,178.54,176.4,-0.011986109555281654,0.0013,-0.013286109555281655,1.0,-0.0036033707903627655
2025-08-09 02:28:00,0.8575292229652405,2025-08-09 04:21:00,2025-08-09 05:21:00,vdv30_zero,ETH,2025-08-09 04:00:00,2025-08-09 05:00:00,4079.43,4180.74,0.024834351857980146,0.0013,0.023534351857980147,1.0,0.0025845521455735497
2025-08-09 02:28:00,0.8575292229652405,2025-08-09 04:21:00,2025-08-09 05:21:00,vdv30_zero,SOL,2025-08-09 04:00:00,2025-08-09 05:00:00,178.59,180.78,0.012262724676633616,0.0013,0.010962724676633617,1.0,0.0025845521455735497
2025-08-09 04:44:00,0.8355576395988464,2025-08-09 05:14:00,2025-08-09 06:20:00,vdv30_zero,ETH,2025-08-09 05:00:00,2025-08-09 06:00:00,4180.74,4161.36,-0.004635542989997013,0.0013,-0.005935542989997013,1.0,-0.0007138902648678824
2025-08-09 04:44:00,0.8355576395988464,2025-08-09 05:14:00,2025-08-09 06:20:00,vdv30_zero,SOL,2025-08-09 05:00:00,2025-08-09 06:00:00,180.78,179.52,-0.006969797543976053,0.0013,-0.008269797543976054,1.0,-0.0007138902648678824
2025-08-09 18:45:00,0.8570117950439453,2025-08-09 20:46:00,2025-08-09 21:46:00,vdv30_zero,ETH,2025-08-09 20:00:00,2025-08-09 21:00:00,4289.34,4276.23,-0.0030564142735247336,0.0013,-0.0043564142735247335,1.0,-0.0021750509068137105
2025-08-09 18:45:00,0.8570117950439453,2025-08-09 20:46:00,2025-08-09 21:46:00,vdv30_zero,SOL,2025-08-09 20:00:00,2025-08-09 21:00:00,183.0,181.17,-0.010000000000000068,0.0013,-0.011300000000000067,1.0,-0.0021750509068137105
2025-08-09 21:14:00,0.8937135934829712,2025-08-09 21:43:00,2025-08-09 23:03:00,vdv30_zero,ETH,2025-08-09 21:00:00,2025-08-09 23:00:00,4276.23,4259.1,-0.004005864979198781,0.0013,-0.005305864979198781,2.0,-0.0004885000729744776
2025-08-09 21:14:00,0.8937135934829712,2025-08-09 21:43:00,2025-08-09 23:03:00,vdv30_zero,SOL,2025-08-09 21:00:00,2025-08-09 23:00:00,181.17,179.85,-0.007285974499089216,0.0013,-0.008585974499089216,2.0,-0.0004885000729744776
2025-08-17 20:24:00,0.8843573927879333,2025-08-17 21:53:00,2025-08-17 22:53:00,vdv30_zero,ETH,2025-08-17 21:00:00,2025-08-17 22:00:00,4472.62,4520.07,0.0106089942807571,0.0013,0.009308994280757099,1.0,0.0021283811638266505
2025-08-17 20:24:00,0.8843573927879333,2025-08-17 21:53:00,2025-08-17 22:53:00,vdv30_zero,SOL,2025-08-17 21:00:00,2025-08-17 22:00:00,191.15,192.99,0.009625948208213463,0.0013,0.008325948208213464,1.0,0.0021283811638266505
2025-08-20 15:54:00,0.9072394371032715,2025-08-20 15:57:00,2025-08-20 17:04:00,vdv30_zero,ETH,2025-08-20 15:00:00,2025-08-20 17:00:00,4253.47,4341.76,0.02075717002823576,0.0013,0.01945717002823576,2.0,0.007528884259953926
2025-08-20 15:54:00,0.9072394371032715,2025-08-20 15:57:00,2025-08-20 17:04:00,vdv30_zero,SOL,2025-08-20 15:00:00,2025-08-20 17:00:00,182.95,185.08,0.011642525280131315,0.0013,0.010342525280131316,2.0,0.007528884259953926
2025-08-21 07:20:00,0.8615777492523193,2025-08-21 07:33:00,2025-08-21 08:42:00,vdv30_zero,ETH,2025-08-21 07:00:00,2025-08-21 08:00:00,4309.16,4284.09,-0.0058178392076413295,0.0013,-0.007117839207641329,1.0,-0.0026441361668634394
2025-08-21 07:20:00,0.8615777492523193,2025-08-21 07:33:00,2025-08-21 08:42:00,vdv30_zero,SOL,2025-08-21 07:00:00,2025-08-21 08:00:00,186.93,185.59,-0.007168458781362025,0.0013,-0.008468458781362025,1.0,-0.0026441361668634394
2025-08-28 19:15:00,0.8484841585159302,2025-08-28 19:19:00,2025-08-28 20:19:00,vdv30_zero,ETH,2025-08-28 19:00:00,2025-08-28 20:00:00,4436.18,4457.33,0.004767615380800516,0.0013,0.0034676153808005164,1.0,-0.00013140874645886584
2025-08-28 19:15:00,0.8484841585159302,2025-08-28 19:19:00,2025-08-28 20:19:00,vdv30_zero,SOL,2025-08-28 19:00:00,2025-08-28 20:00:00,209.88,213.13,0.015485039069944731,0.0013,0.01418503906994473,1.0,-0.00013140874645886584
2025-09-01 00:22:00,0.8319849967956543,2025-09-01 00:36:00,2025-09-01 01:36:00,vdv30_zero,ETH,2025-09-01 00:00:00,2025-09-01 01:00:00,4393.82,4414.5,0.0047066106485928625,0.0013,0.0034066106485928626,1.0,-0.000647993484938596
2025-09-01 00:22:00,0.8319849967956543,2025-09-01 00:36:00,2025-09-01 01:36:00,vdv30_zero,SOL,2025-09-01 00:00:00,2025-09-01 01:00:00,200.35,200.86,0.002545545295732565,0.0013,0.001245545295732565,1.0,-0.000647993484938596
2025-09-03 23:28:00,0.8563093543052673,2025-09-04 00:30:00,2025-09-04 01:30:00,vdv30_zero,ETH,2025-09-04 00:00:00,2025-09-04 01:00:00,4466.52,4466.36,-3.582207176969183e-05,0.0013,-0.0013358220717696917,1.0,-0.0010302154882274597
2025-09-03 23:28:00,0.8563093543052673,2025-09-04 00:30:00,2025-09-04 01:30:00,vdv30_zero,SOL,2025-09-04 00:00:00,2025-09-04 01:00:00,211.13,210.3,-0.003931227205986758,0.0013,-0.005231227205986758,1.0,-0.0010302154882274597
2025-09-06 12:22:00,0.8720905780792236,2025-09-06 16:04:00,2025-09-06 17:10:00,vdv30_zero,ETH,2025-09-06 16:00:00,2025-09-06 17:00:00,4287.52,4270.9,-0.003876366757473038,0.0013,-0.005176366757473037,1.0,-0.0009990363518567128
2025-09-06 12:22:00,0.8720905780792236,2025-09-06 16:04:00,2025-09-06 17:10:00,vdv30_zero,SOL,2025-09-06 16:00:00,2025-09-06 17:00:00,201.52,200.04,-0.007344184200079486,0.0013,-0.008644184200079487,1.0,-0.0009990363518567128
2025-09-06 14:36:00,0.8547185659408569,2025-09-06 16:04:00,2025-09-06 17:10:00,vdv30_zero,ETH,2025-09-06 16:00:00,2025-09-06 17:00:00,4287.52,4270.9,-0.003876366757473038,0.0013,-0.005176366757473037,1.0,-0.0009990363518567128
2025-09-06 14:36:00,0.8547185659408569,2025-09-06 16:04:00,2025-09-06 17:10:00,vdv30_zero,SOL,2025-09-06 16:00:00,2025-09-06 17:00:00,201.52,200.04,-0.007344184200079486,0.0013,-0.008644184200079487,1.0,-0.0009990363518567128
2025-09-06 16:19:00,0.8633421063423157,2025-09-06 16:29:00,2025-09-06 17:35:00,vdv30_zero,ETH,2025-09-06 16:00:00,2025-09-06 17:00:00,4287.52,4270.9,-0.003876366757473038,0.0013,-0.005176366757473037,1.0,-0.0009990363518567128
2025-09-06 16:19:00,0.8633421063423157,2025-09-06 16:29:00,2025-09-06 17:35:00,vdv30_zero,SOL,2025-09-06 16:00:00,2025-09-06 17:00:00,201.52,200.04,-0.007344184200079486,0.0013,-0.008644184200079487,1.0,-0.0009990363518567128
2025-09-06 17:43:00,0.8816123604774475,2025-09-06 18:57:00,2025-09-06 19:59:00,vdv30_zero,ETH,2025-09-06 18:00:00,2025-09-06 19:00:00,4276.87,4253.95,-0.005359059312067019,0.0013,-0.006659059312067019,1.0,-0.0017208782651078846
2025-09-06 17:43:00,0.8816123604774475,2025-09-06 18:57:00,2025-09-06 19:59:00,vdv30_zero,SOL,2025-09-06 18:00:00,2025-09-06 19:00:00,199.92,199.65,-0.0013505402160863436,0.0013,-0.0026505402160863435,1.0,-0.0017208782651078846
2025-09-07 11:36:00,0.8312137722969055,2025-09-07 14:15:00,2025-09-07 15:16:00,vdv30_zero,ETH,2025-09-07 14:00:00,2025-09-07 15:00:00,4298.03,4297.16,-0.00020241831722903072,0.0013,-0.0015024183172290307,1.0,0.0016571835441043176
2025-09-07 11:36:00,0.8312137722969055,2025-09-07 14:15:00,2025-09-07 15:16:00,vdv30_zero,SOL,2025-09-07 14:00:00,2025-09-07 15:00:00,203.57,205.09,0.0074667190646952415,0.0013,0.0061667190646952415,1.0,0.0016571835441043176
2025-09-07 19:09:00,0.8991652727127075,2025-09-07 19:12:00,2025-09-07 20:18:00,vdv30_zero,ETH,2025-09-07 19:00:00,2025-09-07 20:00:00,4291.32,4298.3,0.0016265391534540591,0.0013,0.0003265391534540592,1.0,0.0005916361707293212
2025-09-07 19:09:00,0.8991652727127075,2025-09-07 19:12:00,2025-09-07 20:18:00,vdv30_zero,SOL,2025-09-07 19:00:00,2025-09-07 20:00:00,202.98,204.83,0.009114198443196487,0.0013,0.007814198443196488,1.0,0.0005916361707293212
2025-09-07 20:24:00,0.8605653643608093,2025-09-07 22:36:00,2025-09-08 00:06:00,vdv30_zero,ETH,2025-09-07 22:00:00,2025-09-08 00:00:00,4308.0,4296.76,-0.0026090993500463744,0.0013,-0.003909099350046375,2.0,-0.0036997101563967863
2025-09-07 20:24:00,0.8605653643608093,2025-09-07 22:36:00,2025-09-08 00:06:00,vdv30_zero,SOL,2025-09-07 22:00:00,2025-09-08 00:00:00,207.03,205.6,-0.00690721151523937,0.0013,-0.008207211515239371,2.0,-0.0036997101563967863
2025-10-04 17:38:00,0.9552008509635925,2025-10-04 20:08:00,2025-10-04 21:10:00,vdv30_zero,ETH,2025-10-04 20:00:00,2025-10-04 21:00:00,4473.0,4482.5,0.002123854236530293,0.0013,0.0008238542365302929,1.0,0.0025206676691333636
2025-10-04 17:38:00,0.9552008509635925,2025-10-04 20:08:00,2025-10-04 21:10:00,vdv30_zero,SOL,2025-10-04 20:00:00,2025-10-04 21:00:00,227.2,227.15,-0.00022007042253513622,0.0013,-0.001520070422535136,1.0,0.0025206676691333636
2025-10-05 04:12:00,0.8976353406906128,2025-10-05 04:59:00,2025-10-05 05:59:00,cpi_regime_flip,ETH,2025-10-05 04:00:00,2025-10-05 05:00:00,4573.16,4568.08,-0.001110829273412679,0.0013,-0.002410829273412679,1.0,-0.0005153094852897118
2025-10-05 04:12:00,0.8976353406906128,2025-10-05 04:59:00,2025-10-05 05:59:00,cpi_regime_flip,SOL,2025-10-05 04:00:00,2025-10-05 05:00:00,233.72,234.43,0.0030378230361116205,0.0013,0.0017378230361116205,1.0,-0.0005153094852897118
2025-10-05 16:47:00,0.9080115556716919,2025-10-05 17:12:00,2025-10-05 18:15:00,vdv30_zero,ETH,2025-10-05 17:00:00,2025-10-05 18:00:00,4510.21,4517.02,0.001509907520935921,0.0013,0.00020990752093592098,1.0,-0.00040970979702289074
2025-10-05 16:47:00,0.9080115556716919,2025-10-05 17:12:00,2025-10-05 18:15:00,vdv30_zero,SOL,2025-10-05 17:00:00,2025-10-05 18:00:00,229.57,228.85,-0.003136298296815781,0.0013,-0.004436298296815781,1.0,-0.00040970979702289074
2025-10-06 21:35:00,0.9376843571662903,2025-10-06 21:52:00,2025-10-06 22:54:00,vdv30_zero,ETH,2025-10-06 21:00:00,2025-10-06 22:00:00,4691.77,4696.98,0.001110455116086067,0.0013,-0.00018954488391393297,1.0,-0.0004973533127568494
2025-10-06 21:35:00,0.9376843571662903,2025-10-06 21:52:00,2025-10-06 22:54:00,vdv30_zero,SOL,2025-10-06 21:00:00,2025-10-06 22:00:00,234.13,234.52,0.0016657412548584751,0.0013,0.0003657412548584752,1.0,-0.0004973533127568494
2025-10-06 23:13:00,0.8698147535324097,2025-10-07 00:19:00,2025-10-07 01:41:00,vdv30_zero,ETH,2025-10-07 00:00:00,2025-10-07 01:00:00,4678.01,4674.24,-0.0008058982345057912,0.0013,-0.0021058982345057912,1.0,-0.0015402445969293058
2025-10-06 23:13:00,0.8698147535324097,2025-10-07 00:19:00,2025-10-07 01:41:00,vdv30_zero,SOL,2025-10-07 00:00:00,2025-10-07 01:00:00,232.38,232.58,0.0008606592649970611,0.0013,-0.0004393407350029388,1.0,-0.0015402445969293058
