scope,signal,description,horizon,full_ic,full_tstat,full_pval,full_n,hit_rate,is_ic,is_tstat,is_n,oos_ic,oos_tstat,oos_n,sign_consistent
BTC,toptrader_ls_zscore,Top trader L/S z-score (20d),7d,-0.02747627204832439,-1.1127850459519573,0.26596393952385994,1641,0.4984765386959171,-0.027761731513727933,-0.9640676191660714,1207,-0.059239618491751335,-1.2334385235977567,434,True
BTC,toptrader_ls_zscore,Top trader L/S z-score (20d),14d,-0.03849318104593913,-1.5562016470973477,0.1198540385641512,1634,0.47429620563035496,-0.04423416559258607,-1.5370098924802995,1207,-0.05627359992650864,-1.1619512269457997,427,True
BTC,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),1d,-0.0019686217803461473,-0.0808815282123175,0.9355457583557009,1690,0.5041420118343195,-0.006211492743355357,-0.21943790741682712,1250,0.007613159158879952,0.15933623491587506,440,False
BTC,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),3d,-0.005057376883653863,-0.20766325562379584,0.8355169895552124,1688,0.4887440758293839,0.024008699909567943,0.8484009371428665,1250,-0.09377781017997092,-1.9668055792259316,438,False
BTC,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),7d,-0.03461922912640166,-1.4206620977500977,0.15560036091161925,1684,0.4845605700712589,-0.01639674598191743,-0.579326440134108,1250,-0.09964258832259458,-2.081390777897104,434,True
BTC,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),14d,0.0002542015128393124,0.0104036456247955,0.9917004804361381,1677,0.4913536076326774,0.01916836145175133,0.677285975861771,1250,-0.07780681330205842,-1.608906019555978,427,False
BTC,ls_divergence_sum,Top trader - general L/S (sum-based),1d,0.016034985299866036,0.6623902324894485,0.5078106327105283,1708,0.4964871194379391,0.044242404690044944,1.5757272125179234,1268,0.005367937193514805,0.11234422126625426,440,True
BTC,ls_divergence_sum,Top trader - general L/S (sum-based),3d,0.015890733197162846,0.6560449112499847,0.5118837995677346,1706,0.4912075029308324,0.07417244366032874,2.6464115616445567,1268,-0.05932355217119249,-1.2408975956658768,438,False
BTC,ls_divergence_sum,Top trader - general L/S (sum-based),7d,0.01746593283267694,0.7202487266796254,0.4714708837433832,1702,0.491186839012926,0.0845709763346343,3.0199299500981716,1268,-0.01816916703151601,-0.37770139343670367,434,False
BTC,ls_divergence_sum,Top trader - general L/S (sum-based),14d,0.07275377497470273,3.001486876646859,0.0027259436874726216,1695,0.5138643067846608,0.14997589928459623,5.397322124358763,1268,0.09616716693604249,1.9917683884647466,427,True
