scope,signal,description,horizon,full_ic,full_tstat,full_pval,full_n,hit_rate,is_ic,is_tstat,is_n,oos_ic,oos_tstat,oos_n,sign_consistent
BTC,ls_divergence_count,Top trader - general L/S (count-based),1d,-0.04691378131059632,-1.9398511166176593,0.052562416195794895,1708,0.4953161592505855,-0.008689748365999395,-0.3092006876780463,1268,-0.07804167846471784,-1.6382879483946402,440,True
BTC,ls_divergence_count,Top trader - general L/S (count-based),3d,-0.07486222992844092,-3.09897410583528,0.0019736622337896137,1706,0.5011723329425557,-0.01658532767187395,-0.5902019616130307,1268,-0.11592005991771666,-2.436910229737649,438,True
BTC,ls_divergence_count,Top trader - general L/S (count-based),7d,-0.1570392054958932,-6.556239717291042,7.298158334908873e-11,1702,0.48472385428907167,-0.08020683711847676,-2.863055020535822,1268,-0.2055742863234893,-4.3660331621421635,434,True
BTC,ls_divergence_count,Top trader - general L/S (count-based),14d,-0.20401721584021706,-8.57486141640556,2.2014430863856293e-17,1695,0.48200589970501473,-0.11870485979208466,-4.253700440842692,1268,-0.2302981362974846,-4.878860901066025,427,True
BTC,ls_divergence_ratio,Top trader / general L/S ratio,1d,-0.0410164647439365,-1.6955607868557898,0.09015155639644959,1708,0.515807962529274,-0.01076807050251076,-0.3831597870245612,1268,-0.027168622677897006,-0.5688071153943667,440,True
BTC,ls_divergence_ratio,Top trader / general L/S ratio,3d,-0.07647519629367112,-3.16613260269552,0.001572137469585017,1706,0.5416178194607268,-0.029382989724426854,-1.0459246377085343,1268,-0.0879609817931172,-1.8438260371546256,438,True
BTC,ls_divergence_ratio,Top trader / general L/S ratio,7d,-0.15081135437369533,-6.29005354512839,4.0266220753850613e-10,1702,0.5511163337250293,-0.09444353181279423,-3.3754728913399843,1268,-0.10574328527353058,-2.2102246197638675,434,True
BTC,ls_divergence_ratio,Top trader / general L/S ratio,14d,-0.1771362388503283,-7.405571253226538,2.049210254943516e-13,1695,0.56047197640118,-0.12509223951313392,-4.486131726368638,1268,-0.014554617424171195,-0.3000829108999144,427,True
BTC,ls_divergence_zscore,L/S divergence z-score (20d),1d,0.029152506519324422,1.1828875950849054,0.23702462919226708,1647,0.5191256830601093,0.039828039826872864,1.3836529852922979,1207,-0.004609762728864584,-0.0964762117070017,440,False
BTC,ls_divergence_zscore,L/S divergence z-score (20d),3d,0.039788803253391104,1.6140749870390796,0.10670318269293762,1645,0.5082066869300912,0.06361238382507102,2.212665023429217,1207,-0.035790467647667655,-0.7478060120433067,438,False
BTC,ls_divergence_zscore,L/S divergence z-score (20d),7d,-0.018712814459819753,-0.7577128281309358,0.44873184134645944,1641,0.4942108470444851,0.010890115338471394,0.3780521888767963,1207,-0.10587760365727672,-2.213063923874119,434,False
BTC,ls_divergence_zscore,L/S divergence z-score (20d),14d,-0.017019586009415846,-0.6876571745744051,0.4917664101325568,1634,0.5104039167686658,0.019681948487971043,0.6833540125628523,1207,-0.1363538978624312,-2.8375094119755166,427,False
BTC,oi_price_div_5d,OI-price divergence (5d),1d,-0.030285046295379165,-1.3604192266701105,0.17384938127792818,2018,0.49454905847373637,-0.025080286961405962,-0.9959722563290678,1578,-0.06303864266766968,-1.3219302563501127,440,True
BTC,oi_price_div_5d,OI-price divergence (5d),3d,-0.03728089831493161,-1.6742415548953626,0.09423840241904197,2016,0.4662698412698413,-0.031082352991153292,-1.2345306733242891,1578,-0.08790228653724337,-1.8425860912228105,438,True
BTC,oi_price_div_5d,OI-price divergence (5d),7d,-0.04108743960228591,-1.8436309927003076,0.06538405414317143,2012,0.4711729622266402,-0.04142807987301977,-1.6460609736540015,1578,-0.05042451582076055,-1.0493888340047148,434,True
BTC,oi_price_div_5d,OI-price divergence (5d),14d,-0.03648203626312515,-1.6338370777427305,0.10245021855839115,2005,0.46982543640897756,-0.04026349670641563,-1.5997123920308907,1578,-0.03569201327160142,-0.7362788331004965,427,True
BTC,oi_price_div_10d,OI-price divergence (10d),1d,-0.025117976183232294,-1.1267504074708345,0.25998245422027644,2013,0.4918032786885246,-0.02176338775410964,-0.8628145644779026,1573,-0.044742999705576984,-0.9373403291811983,440,True
BTC,oi_price_div_10d,OI-price divergence (10d),3d,-0.018725225555755027,-0.8394468014798142,0.40131850800306085,2011,0.4803580308304326,-0.01945697871688135,-0.7713397597433478,1573,-0.03309905452796411,-0.6915074422500891,438,True
BTC,oi_price_div_10d,OI-price divergence (10d),7d,-0.03570396220268499,-1.5997443778685423,0.10981285260747883,2007,0.4763328350772297,-0.041878601405507664,-1.6613511362530022,1573,-0.027897487915932835,-0.5800641648424814,434,True
BTC,oi_price_div_10d,OI-price divergence (10d),14d,-0.041524001881000465,-1.8576833203649428,0.06336101978610963,2000,0.4765,-0.06020260417884191,-2.390516900754122,1573,0.020420207779540737,0.42106116508471264,427,False
BTC,oi_price_div_20d,OI-price divergence (20d),1d,-0.02463746369594185,-1.1024309342640215,0.27040694348702127,2003,0.49925112331502747,-0.031011587044640222,-1.2258416658058822,1563,-0.008995820320258979,-0.18827618987053082,440,True
BTC,oi_price_div_20d,OI-price divergence (20d),3d,-0.04696615678174898,-2.1021850215982876,0.0356618731352589,2001,0.47176411794102946,-0.05721216389433121,-2.2641321137485986,1563,-0.022364392001764564,-0.46709904291452464,438,True
BTC,oi_price_div_20d,OI-price divergence (20d),7d,-0.03358511380965904,-1.5009400492965208,0.13352931099259946,1997,0.46970455683525286,-0.05642964763210435,-2.233064956575306,1563,0.04808429322657346,1.0005706456761052,434,False
BTC,oi_price_div_20d,OI-price divergence (20d),14d,-0.0021928681263705422,-0.0977736322390954,0.9221219017703822,1990,0.47788944723618093,-0.02494415229136559,-0.9858375457032873,1563,0.07607110411819777,1.5728033487385238,427,False
BTC,taker_ratio_zscore,Taker buy/sell z-score (20d),1d,-0.00912038777018181,-0.3927229052047246,0.694569297873565,1856,0.49622844827586204,-0.011378051297379772,-0.42787873766807616,1416,0.004322805949880469,0.09047047147694622,440,False
BTC,taker_ratio_zscore,Taker buy/sell z-score (20d),3d,-0.007405090261356673,-0.31868583139166223,0.7500006954058254,1854,0.49029126213592233,-0.02276503763855499,-0.8562599723104017,1416,0.0545626671467015,1.1410016331085224,438,False
BTC,taker_ratio_zscore,Taker buy/sell z-score (20d),7d,-0.04498218217551372,-1.9356700199698478,0.05306049120713037,1850,0.46378378378378377,-0.06955713924581046,-2.621920790332758,1416,0.05794986841569264,1.206492914843792,434,False
BTC,taker_ratio_zscore,Taker buy/sell z-score (20d),14d,-0.032233813793349796,-1.3837713174063266,0.16659623199016374,1843,0.4834508952794357,-0.05026014544848066,-1.8923334730487504,1416,0.045165893476378415,0.9320699244484787,427,False
BTC,taker_ratio_raw,Taker buy/sell ratio (raw),1d,0.01428543717815752,0.6216030850314649,0.5342777406969562,1895,0.508179419525066,0.014498606018267388,0.5527193984059461,1455,0.04518139415633721,0.9465431380211843,440,True
BTC,taker_ratio_raw,Taker buy/sell ratio (raw),3d,0.026367406860309917,1.1470020840580533,0.25152586231066454,1893,0.5367142102482831,0.023995949030336926,0.9149467283407582,1455,0.08678879040573916,1.8190669700002946,438,True
BTC,taker_ratio_raw,Taker buy/sell ratio (raw),7d,0.02129963726674389,0.9254579575767939,0.354846079516525,1889,0.5426151402858655,0.023501966347157007,0.896101037147556,1455,0.10811873891919206,2.2604566135045103,434,True
BTC,taker_ratio_raw,Taker buy/sell ratio (raw),14d,0.06089337638676638,2.6451826112437593,0.008232683481712022,1882,0.5563230605738576,0.0865408340578153,3.3112066713517456,1455,0.09554893325018289,1.9788454651087513,427,True
BTC,taker_ratio_range,Taker ratio intraday range,1d,0.00816274294038395,0.35516151187781836,0.7225081628629361,1895,0.508179419525066,0.014547236821375709,0.5545737055115137,1455,0.035199749810879,0.737132991292966,440,True
BTC,taker_ratio_range,Taker ratio intraday range,3d,0.013409512737629766,0.5831735408866482,0.5598460207247019,1893,0.5367142102482831,0.024045191468155494,0.9168253889735529,1455,0.05663756586346754,1.184528494589943,438,True
BTC,taker_ratio_range,Taker ratio intraday range,7d,0.01870766076571767,0.8127957908117122,0.4164376813209626,1889,0.5426151402858655,0.054368224976855284,2.0754906362163967,1455,0.036278367877501626,0.7545284049859878,434,True
BTC,taker_ratio_range,Taker ratio intraday range,14d,0.03609044464913461,1.5658645078822657,0.11754863563426414,1882,0.5563230605738576,0.09036276015707091,3.458618611871734,1455,0.031023740111883184,0.6398787939000133,427,True
BTC,ls_ratio_range,L/S ratio intraday range,1d,-0.03312836231936384,-1.4831000561514105,0.13820522782301495,2004,0.5074850299401198,-0.04343502791329877,-1.7182671092445678,1564,-0.011935542492001978,-0.24981019299485901,440,True
BTC,ls_ratio_range,L/S ratio intraday range,3d,-0.06883687427414564,-3.0857983374285336,0.002057877569071179,2002,0.5344655344655345,-0.08542786362619863,-3.3886802735374855,1564,-0.028445706067154367,-0.5942042316686403,438,True
BTC,ls_ratio_range,L/S ratio intraday range,7d,-0.09390902915807581,-4.214160910690853,2.618846255278097e-05,1998,0.536036036036036,-0.11401483806626198,-4.53568804984484,1564,-0.052900671555219714,-1.1010615399658352,434,True
BTC,ls_ratio_range,L/S ratio intraday range,14d,-0.1636559072951245,-7.398510450141903,2.020516103636109e-13,1991,0.5474635861376193,-0.19087958081566503,-7.68527623831509,1564,-0.11474084278923118,-2.3811696029921854,427,True
BTC,oi_dispersion,Cross-token OI z-score dispersion,1d,-0.0036313366655787824,-0.14278221764408197,0.8864807871789877,1548,0.49612403100775193,0.00980049114538015,0.3259464550151778,1108,-0.04362264267893945,-0.913824163956565,440,False
BTC,oi_dispersion,Cross-token OI z-score dispersion,3d,-0.03140134756028982,-1.234485963787607,0.2172097200413741,1546,0.5258732212160414,-0.007268666502279311,-0.24173736264639784,1108,-0.1064301366863986,-2.2350210082548316,438,True
BTC,oi_dispersion,Cross-token OI z-score dispersion,7d,0.011562355397081678,0.453769923323016,0.6500583708396833,1542,0.5136186770428015,0.025541334734816266,0.849694596914308,1108,-0.04879390532168702,-1.015371719144393,434,False
BTC,oi_dispersion,Cross-token OI z-score dispersion,14d,0.019857795771417892,0.7776564210559465,0.43689158237049663,1535,0.5237785016286645,0.026914269982562716,0.8954008900433799,1108,-0.016099662167890137,-0.3319460611265287,427,False
BTC,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,1d,-0.003086853391298196,-0.10644101317433732,0.915250409422585,1191,0.5079764903442485,-0.017611241748590533,-0.4820568376744085,751,-0.012121775610223382,-0.25370860948273843,440,True
BTC,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,3d,0.012649175173293316,0.4358352102997839,0.6630355418318208,1189,0.5407905803195963,0.016710995268719723,0.45740812370112915,751,-0.03967949248454376,-0.8291851447539739,438,False
BTC,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,7d,0.03858158300251711,1.3279933122573464,0.1844364770709362,1185,0.5392405063291139,0.050751026999461706,1.390739418798907,751,-0.045896298133965334,-0.9549429526152777,434,False
BTC,toptrader_ls_dispersion,Cross-token top trader L/S dispersion,14d,0.10613345470969847,3.6602930433135796,0.00026310260451640186,1178,0.5500848896434635,0.10780839731421936,2.9677827527883,751,0.0073290979213722655,0.1510972825523487,427,True
BTC,taker_dispersion,Cross-token taker ratio dispersion,1d,0.006312060071750766,0.23601160638492608,0.8134582349244168,1400,0.49642857142857144,-0.002035131331522712,-0.06299065065365993,960,0.029555984746352466,0.6188312862826701,440,False
BTC,taker_dispersion,Cross-token taker ratio dispersion,3d,0.028138759710689038,1.0517672971712126,0.2930883490646089,1398,0.530758226037196,0.01992756611064031,0.6169120611431257,960,0.054909983113332034,1.148286517965656,438,True
BTC,taker_dispersion,Cross-token taker ratio dispersion,7d,-0.010339436827595678,-0.3857800072008042,0.6997185518653884,1394,0.5258249641319943,-0.03639382475458414,-1.1271929361544843,960,0.06907524728711727,1.439139507193118,434,False
BTC,taker_dispersion,Cross-token taker ratio dispersion,14d,-0.04978659445726012,-1.8551379902122767,0.06378888542561555,1387,0.5385724585436193,-0.08102555992356761,-2.5161417152178505,960,0.0569445476289636,1.1758499248034637,427,False
ETH,oi_roc_5d,OI rate of change (5d),1d,-0.032658092523945234,-1.2905797203184937,0.19704069310209743,1562,0.49039692701664533,-0.02339635857729933,-0.783206308357379,1122,-0.05832731104452549,-1.2227819559771875,440,True
ETH,oi_roc_5d,OI rate of change (5d),3d,-0.013043922570266063,-0.5149071093898063,0.6066909726313925,1560,0.48846153846153845,-0.006916933206396822,-0.23149039857531958,1122,-0.032540378515851176,-0.6798230708183453,438,True
ETH,oi_roc_5d,OI rate of change (5d),7d,-0.007386332642868114,-0.29118313453388517,0.7709501196491588,1556,0.4948586118251928,-0.005378237844591888,-0.17999286791590643,1122,-0.01639910028702297,-0.3408947403233949,434,True
ETH,oi_roc_5d,OI rate of change (5d),14d,0.02676072827115752,1.052927934641642,0.29253845168625664,1549,0.5106520335700452,0.02839514535933925,0.9506666538641637,1122,0.010339191576608417,0.2131592883185088,427,True
ETH,oi_roc_10d,OI rate of change (10d),1d,-0.022051503038768447,-0.8697791861633625,0.3845553251945287,1557,0.5003211303789339,-0.02114628064770479,-0.7062664037013093,1117,-0.023210394118301697,-0.4858884591548162,440,True
ETH,oi_roc_10d,OI rate of change (10d),3d,-0.011710580868864538,-0.46152363497966903,0.6444876037743217,1555,0.5112540192926045,-0.0042002185003244125,-0.14025331924657994,1117,-0.028496975159268002,-0.5952760647465954,438,True
ETH,oi_roc_10d,OI rate of change (10d),7d,0.02064474318144831,0.8126953270695892,0.416517645589146,1551,0.5041908446163765,0.0214252912446485,0.7155893538366338,1117,0.013695851066601731,0.2846896205731032,434,True
ETH,oi_roc_10d,OI rate of change (10d),14d,0.014073743034535872,0.5527068139275688,0.5805442957354195,1544,0.5213730569948186,-0.00017590135430696735,-0.0058736305174788336,1117,0.029331034467876663,0.6049350377937796,427,False
ETH,oi_roc_20d,OI rate of change (20d),1d,-0.014326588200651802,-0.5631856676043442,0.5733901811558619,1547,0.491273432449903,-0.02295730740909814,-0.7633374393106233,1107,-0.0009603261474397172,-0.02009814658274352,440,True
ETH,oi_roc_20d,OI rate of change (20d),3d,-0.011692485982626975,-0.4593243933447303,0.6460659347168057,1545,0.484789644012945,-0.0336569616732523,-1.1194434745164985,1107,0.03330584462651716,0.6958324962522269,438,False
ETH,oi_roc_20d,OI rate of change (20d),7d,0.006650519895999485,0.2609062672674567,0.7941996982325341,1541,0.49772874756651525,-0.03647003388254811,-1.2131271366429102,1107,0.10183307894801547,2.127621238955234,434,False
ETH,oi_roc_20d,OI rate of change (20d),14d,0.06766516080465268,2.654550603253315,0.008023644767552547,1534,0.5286831812255541,0.020715118726382622,0.6887502462711078,1107,0.15586609899938933,3.2530197263837843,427,True
ETH,oi_zscore_20d,OI z-score (20d rolling),1d,-0.024985419481140206,-0.9827136559316516,0.3259021488539809,1548,0.4974160206718346,-0.021831168398437264,-0.7262030359256367,1108,-0.03191376364171678,-0.6682459789446744,440,True
ETH,oi_zscore_20d,OI z-score (20d rolling),3d,-0.005912487569171644,-0.2323279603641265,0.8163140871125057,1546,0.4922380336351876,0.001606133453332398,0.053414571841448114,1108,-0.028220636180883923,-0.5894989697240911,438,False
ETH,oi_zscore_20d,OI z-score (20d rolling),7d,0.0070767902272385825,0.2777202566407673,0.7812643871913091,1542,0.49481193255512324,-0.00988919538829332,-0.32889688354482643,1108,0.04290209914678467,0.8925251504727874,434,False
ETH,oi_zscore_20d,OI z-score (20d rolling),14d,0.0486568726934331,1.907348154048174,0.05666224123131348,1535,0.5289902280130293,0.030480480492401978,1.014147697358508,1108,0.07531183731776285,1.5570151756391024,427,True
ETH,toptrader_ls_raw,Top trader L/S ratio (raw),1d,-0.031973682634405955,-1.131018667803336,0.2582641819368495,1252,0.5031948881789138,-0.016585049743763066,-0.47208372173137975,812,-0.0063451680112923195,-0.13279720183601215,440,True
ETH,toptrader_ls_raw,Top trader L/S ratio (raw),3d,-0.044479961907175625,-1.5729022856413692,0.11599491156925268,1250,0.5128,0.004870701674526297,0.13862424420437966,812,-0.044445804321013346,-0.9289736548761952,438,False
ETH,toptrader_ls_raw,Top trader L/S ratio (raw),7d,-0.06308598874743544,-2.2295080271219057,0.025958083554185253,1246,0.5008025682182986,0.018360776198554838,0.5226449555279702,812,-0.08629075379403559,-1.8002345186961055,434,False
ETH,toptrader_ls_raw,Top trader L/S ratio (raw),14d,-0.08280204167616712,-2.922266521162079,0.0035380955982376567,1239,0.48184019370460046,0.035582823680975935,1.013346636907408,812,-0.10806126786766254,-2.2408620662304495,427,False
ETH,toptrader_ls_zscore,Top trader L/S z-score (20d),1d,-0.026697623752220956,-0.9209124945283578,0.3572829217197124,1191,0.4836272040302267,-0.06863974275434173,-1.8829641188599873,751,0.04548159292708593,0.9528452486638113,440,False
ETH,toptrader_ls_zscore,Top trader L/S z-score (20d),3d,-0.052183602497756755,-1.800327615372644,0.07206272073772463,1189,0.47771236333052985,-0.12860991019066775,-3.5492542076062534,751,0.05455438411789206,1.1408279032719884,438,False
ETH,toptrader_ls_zscore,Top trader L/S z-score (20d),7d,-0.09052104781580521,-3.126285182948809,0.001813440675722984,1185,0.47763713080168774,-0.16965277502337311,-4.711330050192928,751,0.01823860156213014,0.3791452807120798,434,False
ETH,toptrader_ls_zscore,Top trader L/S z-score (20d),14d,-0.043477986066860375,-1.4923955639342548,0.1358636864300337,1178,0.48811544991511036,-0.08217148766184096,-2.2564891126573867,751,-0.017214363243965095,-0.3549357833833271,427,True
ETH,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),1d,-0.036576048954858845,-1.2846737186116481,0.1991478170870984,1234,0.4805510534846029,-0.0751720729233797,-2.121532365894465,794,0.019189054789445284,0.40167112325696697,440,False
ETH,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),3d,-0.0721787872344953,-2.5380278440159443,0.011270458601030233,1232,0.4724025974025974,-0.1552352510827806,-4.422316603617995,794,0.0373745255020533,0.7809486304002815,438,False
ETH,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),7d,-0.10165683250029986,-3.5779766986052315,0.00035976890013078,1228,0.46661237785016285,-0.21598538804290887,-6.225306022563843,794,0.057013456426712614,1.1869330924576338,434,False
ETH,toptrader_ls_roc_5d,Top trader L/S rate of change (5d),14d,-0.086369401297898,-3.026827572320565,0.002523208367124818,1221,0.46273546273546273,-0.14375607150945854,-4.088117108610603,794,-0.019645065120306643,-0.40507156445608483,427,True
ETH,ls_divergence_sum,Top trader - general L/S (sum-based),1d,0.0041016904851697775,0.14501787770523947,0.8847201352815364,1252,0.4976038338658147,0.014376940341172133,0.409217189410287,812,0.016443736326586956,0.34418844271665255,440,True
ETH,ls_divergence_sum,Top trader - general L/S (sum-based),3d,-0.005815345801821314,-0.205442447787726,0.8372599631660663,1250,0.4904,0.022090238821031494,0.628852670645095,812,0.008657407430548051,0.18077874916894682,438,True
ETH,ls_divergence_sum,Top trader - general L/S (sum-based),7d,0.03306896810714665,1.1669934707562886,0.24343665377161963,1246,0.5040128410914928,0.04441833197009393,1.2654168326084199,812,0.10845475507262917,2.267565244878047,434,True
ETH,ls_divergence_sum,Top trader - general L/S (sum-based),14d,0.07719538168621373,2.7231655709186433,0.006556907750811601,1239,0.5230024213075061,0.10846681839107057,3.1053410647054642,812,0.18975581696090438,3.9843059848101494,427,True
ETH,ls_divergence_count,Top trader - general L/S (count-based),1d,-0.005807647444586881,-0.2053348074146297,0.8373439834230745,1252,0.5175718849840255,0.019490001500149845,0.5548005503860489,812,-0.022421368630285,-0.46936247517687746,440,False
