indicator,pearson_r,pearson_p,transfer_entropy,mutual_info,ccm_convergence,ccm_final_corr,composite_score,direction
obv_slope_10,-0.167783368484048,0.0175583633297233,0.3113571154020652,0.0590139639331568,-0.015434881134926106,0,0.473767454916446,-1.0
stoch_k_14,-0.09626205450225665,0.17510900285886058,0.3750996955200229,0.060751375464132853,-0.008851593386105056,0,0.470332301083551,-1.0
williams_r_14,-0.09626205450225495,0.17510900285886757,0.3750996955200229,0.060751375464132853,-0.008851593386105385,0,0.47033230108354845,-1.0
zscore_20,-0.23300608970195513,0.0008989792941511528,0.3208881126070087,0.05295306435188316,-0.016926815094720462,0,0.46619133043985395,-1.0
bb_pct_20,-0.2330060897019597,0.0008989792941509432,0.3208881126070087,0.05295306435188316,-0.016926815094720982,0,0.46619133043985395,-1.0
chaikin_mf,-0.08875664829744327,0.21136933817386896,0.27336069480339226,0.06284765637076449,-0.0227692277157279,0,0.46169454290962053,-1.0
outside_bar,-0.09168131844488046,0.19664692040315024,0.07530016135021778,0.018125960533399817,0.012492462441270523,0,0.4601492780991525,-1.0
momentum_14,-0.0540539339277042,0.4471335371024865,0.30122323999271083,0.09777642489698757,-0.004389854354653727,0,0.4533014320127907,-1.0
roc_14,-0.05405393392770418,0.4471335371024865,0.30122323999271083,0.09777642489698757,-0.004389854354653747,0,0.4533014320127907,-1.0
ultimate_osc,-0.06360320131126497,0.3709189129614884,0.3252164003564845,0.08216500274587298,-0.013545595009915786,0,0.4481110553992387,-1.0
macd_8_21,-0.03159377576383391,0.6569603285943091,0.329934242748789,0.12046497807868889,-0.018488196813261495,0,0.44797188624411194,-1.0
lower_low,-0.09673465234770719,0.17299046582235664,0.06369121332485311,0.0409477510006951,-0.0017793617292956635,0,0.4462866672724296,-1.0
cci_14,-0.20870876449272438,0.0030187891705604816,0.26336849042314997,0.03636509808318147,-0.006411655735215045,0,0.44545637260397686,-1.0
volume_ratio_10,0.1562289796160356,0.027164516891557588,0.2686630974366446,0.034494149910080416,-0.005232222556550335,0,0.44311768738760055,1.0
volume_ratio_20,0.16036891330212577,0.023302071902101408,0.2633597353489557,0.027627529098717036,-0.003382351899237393,0,0.4345344113733963,1.0
roc_7,0.006400206049722306,0.9283299954338586,0.3376026348192053,0.10343248532204684,0.009837512952687522,0,0.4282409675378921,1.0
momentum_7,0.006400206049722301,0.9283299954338586,0.3376026348192053,0.10343248532204684,0.009837512952687517,0,0.42824096753789204,1.0
volume_ratio_50,0.09693201284303274,0.17211139942567338,0.3019863607380698,0.023812116971732883,-0.0020109826876982774,0,0.4251631654792152,1.0
