indicator,pearson_r,pearson_p,transfer_entropy,mutual_info,ccm_convergence,ccm_final_corr,composite_score,direction
roc_21,-0.07509252881203507,0.29060053281042575,0.26068173301458686,0.038641827820177464,-0.003362027828250631,0,0.4109410779932744,-1.0
hurst_50,0.06212233802775854,0.3821835018546141,0.3449616807123657,0.05144961683062847,-0.016334975690825898,0,0.4074955280799234,1.0
obv,-0.053163232818430745,0.4546664708673613,0.25540346514255946,0.05962119903449507,-0.02055619208037634,0,0.404271348020765,-1.0
ad_line,-0.04923796243813859,0.4886953141896211,0.3372333596818978,0.06263708608176767,-0.016597468900221585,0,0.4021533012594175,-1.0
macd_signal_12_26,-0.062020037850122105,0.3829692875570485,0.27791126053856424,0.0468673517755673,-0.03891630747046887,0,0.4016142464946423,-1.0
parkinson_vol,-0.05532781240404707,0.4364833877862343,0.32215238619472936,0.0530036042867839,-0.02047976329520788,0,0.39924622396455045,-1.0
autocorr_10,-0.0482787745857188,0.4972130169490889,0.3499941237840558,0.04477444820338679,0.0051833614150082336,0,0.39911966779284463,-1.0
entropy_50,0.057245180040696265,0.42073012159471534,0.27292895539873896,0.030605733930324185,0.0041267598582154725,0,0.39063197690681156,1.0
realized_vol_60,-0.03613999854723613,0.6114118256934163,0.30395024602679044,0.0546360669612775,-0.029492207045979244,0,0.37250508152245104,-1.0
atr_pct_14,0.04945529442662413,0.48677628327955424,0.3532098612635973,0.019426751388047024,0.005730013447435983,0,0.3713864346647389,1.0
lower_shadow,-0.04397687977758802,0.5363591665171331,0.35539118195866504,0.041009408440957636,-0.00466696238146774,0,0.36722708021757905,-1.0
higher_high,-0.010399887957933722,0.8837961124201027,0.076940429894187,0.004274718293757566,0.023644211898472753,0,0.36552007739798853,-1.0
volume_sma_20,-0.01902963303285399,0.7891173032087624,0.29391099466020104,0.05105304415840718,-0.028844948825018063,0,0.34236075474728994,-1.0
lower_low,0.03245739476176338,0.6482030345164715,0.07059048502062597,0.028603780800560634,-0.001978417743255738,0,0.33444081814334586,1.0
volume_ratio_20,-0.029778377178732666,0.6755208875832626,0.3351452600891747,0.02999118988246387,-0.021674883524319066,0,0.3321565531211788,-1.0
outside_bar,0.02617127095537922,0.7129770515959718,0.05703820522714948,0.012284906884706195,0.006761298467471892,0,0.33165823390883914,1.0
realized_vol_20,0.005571570091533168,0.9375889221105987,0.33660332495768674,0.037450751757208134,0.0036237301548488585,0,0.3196657154532054,1.0
autocorr_5,0.017884326191263226,0.8015378455469436,0.3179900953331339,0.0293582382136902,-0.02260617928597218,0,0.3135242870540076,1.0
volume_ratio_50,-0.01646130081808354,0.817039458690284,0.2928094665347489,0.029604159015122,-0.02542291920586318,0,0.3116971499960278,-1.0
volume_ratio_10,-0.003464920027384675,0.9611628614121247,0.4117728076126757,0.037881924322010804,-0.02512532109918221,0,0.3025497854435905,-1.0
inside_bar,-0.0003273282110157444,0.99632966061328,0.1005936069016,0.018590611594261647,0.006370695810465885,0,0.2992120400512142,-1.0
gap_down,0.0012609976409609254,0.9858610869728706,0.07026072940747029,0.03028515056181375,-0.004107047007931306,0,0.2897479346637086,1.0
