indicator,pearson_r,pearson_p,transfer_entropy,mutual_info,ccm_convergence,ccm_final_corr,composite_score,direction
stoch_k_14,-0.3061366286738679,1.0404049573961615e-05,0.2970067422223292,0.06029146883492038,-0.052962081582105386,0,0.47536433604365047,-1.0
plus_di,-0.3023256928601978,1.3552792763277455e-05,0.3017315984658159,0.05853486616164143,-0.023355046804518498,0,0.4731685827020518,-1.0
rsi_14,-0.361853613224419,1.4033416779005493e-07,0.31044719876277227,0.057994440036735255,-0.037237039290140876,0,0.47249305004591907,-1.0
atr_pct_20,0.12055675776597358,0.08904612860321535,0.3072527861947819,0.05547968871280943,-0.015486351455271278,0,0.4693496108910118,1.0
atr_pct_30,0.18111061960387131,0.010273166800398283,0.28998326250428286,0.05504978305987179,-0.024939435235473408,0,0.46881222882483975,1.0
cci_14,-0.29856513319561584,1.752954389491715e-05,0.22944888937975036,0.05479919551769657,-0.039982941224709925,0,0.4684989943971207,-1.0
di_diff,-0.33018821766229783,1.7979856251335636e-06,0.26152402491912186,0.05084713265750602,-0.022532379956415553,0,0.4635589158218826,-1.0
kurtosis_20,0.10940097224746247,0.12304977774832049,0.292925344581318,0.050501131266183254,-0.02315106747075852,0,0.4631264140827291,1.0
kurtosis_30,0.08990425892941403,0.2055008469450069,0.2707657285989659,0.06133184218890937,-0.00028390290235095583,0,0.4615211911302578,1.0
volume_sma_50,0.07252373329572728,0.3074647128127279,0.2857406194183733,0.048506870371362185,0.009845886204414315,0,0.4588027327254509,1.0
