signal,return_horizon,IC_full,pval_full,t_stat,n_obs,IC_IS,IC_OOS,sign_flip,sample,abs_IC
uncertainty_score,fwd_ret_72h,0.006827279327188548,0.19640560851888678,1.2918841434637534,35806,0.015405260411928105,-0.000647959551503894,True,Hourly,0.006827279327188548
uncertainty_score,fwd_ret_168h,0.006473327301207368,0.22123888695229088,1.2232618420407249,35710,0.024808984227630324,-0.009751394289618092,True,Hourly,0.006473327301207368
market_score_24h,fwd_ret_1h,0.0008958560399975011,0.8653044096652776,0.1696270441294657,35854,-0.0071835332012484135,0.007699556588619741,True,Hourly,0.0008958560399975011
market_score_24h,fwd_ret_4h,0.0010299540060424311,0.8453863289214729,0.19500986619149652,35851,-0.004871293479379205,0.006205045722493461,True,Hourly,0.0010299540060424311
market_score_24h,fwd_ret_24h,-0.02431546842881523,4.160204133408192e-06,-4.603926785192984,35831,-0.03749343318029601,-0.013566960965826061,False,Hourly,0.02431546842881523
market_score_24h,fwd_ret_72h,0.004476361469708266,0.39713956801016514,0.8467510367853415,35783,-0.01948439959112753,0.023897288318351872,True,Hourly,0.004476361469708266
market_score_24h,fwd_ret_168h,-0.03206472233535557,1.3723175711281689e-09,-6.060294204589315,35687,-0.08354182679753505,0.012828602552895708,True,Hourly,0.03206472233535557
uncertainty_24h,fwd_ret_1h,-0.00019366000376417635,0.9707492940735046,-0.036668794953604034,35854,0.010564646523888657,-0.011071716141861355,True,Hourly,0.00019366000376417635
uncertainty_24h,fwd_ret_4h,-0.004058650208209477,0.4422164262375186,-0.7684643474468568,35851,0.007046867581530763,-0.016525035016203997,True,Hourly,0.004058650208209477
uncertainty_24h,fwd_ret_24h,0.0029463351269650158,0.577052103857965,0.5577009343796479,35831,0.0324839158134893,-0.02525506936884808,True,Hourly,0.0029463351269650158
uncertainty_24h,fwd_ret_72h,-0.003309825562231995,0.5312627843712975,-0.6260856093464124,35783,0.03705720683974033,-0.040972575440227525,True,Hourly,0.003309825562231995
uncertainty_24h,fwd_ret_168h,0.023232139807316844,1.1375643558606408e-05,4.3898461118994065,35687,0.11273241520636461,-0.06299471698654155,True,Hourly,0.023232139807316844
