timestamp,datetime,side,posSide,price,size,bkLoss
1774266424543,2026-03-23T11:47:04.543000,sell,long,70000.3,1.07,0.0
1774266424640,2026-03-23T11:47:04.640000,sell,long,70274.9,71.09,0.0
1774266453573,2026-03-23T11:47:33.573000,sell,long,70232.2,0.42,0.0
1774266453573,2026-03-23T11:47:33.573000,sell,long,70232.2,0.42,0.0
1774266453573,2026-03-23T11:47:33.573000,sell,long,70232.2,0.42,0.0
1774266478494,2026-03-23T11:47:58.494000,sell,long,69847.2,9.87,0.0
1774266478494,2026-03-23T11:47:58.494000,sell,long,69847.2,9.87,0.0
1774266478494,2026-03-23T11:47:58.494000,sell,long,69847.2,9.87,0.0
1774266478494,2026-03-23T11:47:58.494000,sell,long,69847.2,9.87,0.0
1774266479210,2026-03-23T11:47:59.210000,sell,long,69833.7,10.66,0.0
1774266479210,2026-03-23T11:47:59.210000,sell,long,69833.7,10.66,0.0
1774266479210,2026-03-23T11:47:59.210000,sell,long,69833.7,10.66,0.0
1774266479210,2026-03-23T11:47:59.210000,sell,long,69833.7,10.66,0.0
1774266479210,2026-03-23T11:47:59.210000,sell,long,69833.7,10.66,0.0
1774266489823,2026-03-23T11:48:09.823000,sell,long,69794.0,53.09,0.0
1774266489823,2026-03-23T11:48:09.823000,sell,long,69794.0,53.09,0.0
1774266489823,2026-03-23T11:48:09.823000,sell,long,69794.0,53.09,0.0
1774266489823,2026-03-23T11:48:09.823000,sell,long,69794.0,53.09,0.0
1774266489823,2026-03-23T11:48:09.823000,sell,long,69794.0,53.09,0.0
1774266489823,2026-03-23T11:48:09.823000,sell,long,69794.0,53.09,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266842556,2026-03-23T11:54:02.556000,buy,short,70741.1,0.17,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266956656,2026-03-23T11:55:56.656000,sell,long,69856.2,0.25,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774266984302,2026-03-23T11:56:24.302000,sell,long,69770.0,15.66,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267242983,2026-03-23T12:00:42.983000,sell,long,69741.3,0.01,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
1774267244190,2026-03-23T12:00:44.190000,sell,long,69721.0,0.04,0.0
